Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,Multiple Antipsychotic Treatments,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,Post-Dicharge Plan Created,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,Post-Discharge Plan Transferred,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,Alcohol Screen,SUB-1_Numerator,SUB-1_Denominator,Tabacco Screen,TOB-1_Numerator,TOB-1_Denominator,Tabacco Use Treatment,TOB-2_Numerator,TOB-2/-2a_Denominator,Tabacco Use Treatment Stay,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30,FUH-30_Numerator,FUH-30_Denominator,FUH-7,FUH-7_Numerator,FUH-7_Denominator,Immunization,IMM-2_Numerator,IMM-2_Denominator,HCP Vaccine,HCP_Numerator,HCP_Denominator,Seclusion,Physical-Restraint,Number_Of_Patients,HCP_Coverage,Multiple Antipsychotic Treatments_norm,Post-Dicharge Plan Created_norm,Post-Discharge Plan Transferred_norm,Alcohol Screen_norm,Tabacco Screen_norm,Tabacco Use Treatment_norm,Tabacco Use Treatment Stay_norm,FUH-30_norm,FUH-7_norm,Immunization_norm,HCP Vaccine_norm,Seclusion_norm,Physical-Restraint_norm,HCP_Coverage_norm
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43 P O BOX 130,WINFIELD,AL,35594,Fayette,0.0,0.0,2739.0,0.0,0.0,2739.0,,,,99.0,199,201.0,99.0,199,201.0,100.0,189,189.0,100.0,191,191.0,85.71,36,42.0,71.43,30,42,No,Paper or Other Form,No,42.86,12,28.0,,,,100.0,89,89.0,77.0,92,119.0,0.0,0.0,201.0,1.6890756302521008,,0.5143298371072427,0.7020231179337125,0.5072096709963894,0.4434741121639539,0.6404224551873029,1.2376345272494507,-0.9577748670117614,,0.7381638427535024,-0.11999374142093132,-0.26991064645002,-0.22658954234158202,-0.6443717197213956
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST ,JASPER,AL,35502,Walker,0.02,10.23,21734.0,0.0,0.0,21734.0,90.0,27,30.0,94.61,439,464.0,92.89,431,464.0,97.5,506,519.0,98.23,499,508.0,91.51,291,318.0,66.98,213,318,Yes,Certified EHR Technology,Yes,48.21,81,168.0,27.38,46,168.0,99.16,235,237.0,75.0,27,36.0,0.04706910830956106,0.0,519.0,14.416666666666666,0.6289703932436316,0.27910749044069105,0.41551489472207426,0.3859339393493091,0.32322657843166835,0.841944293942485,1.0765873057797082,-0.5530824149520842,-0.43454800968674245,0.7064574024662335,-0.21991804980941107,-0.257115040220547,-0.22658954234158202,1.4197777323890879
10091,GROVE HILL MEMORIAL HOSPITAL,295 SOUTH JACKSON ST ,GROVE HILL,AL,36451,Clarke,0.0,0.0,1636.0,0.0,0.0,1636.0,,,,46.27,62,134.0,25.37,34,134.0,94.24,131,139.0,96.45,136,141.0,57.14,16,28.0,,,,No,Certified EHR Technology,No,,,,,,,32.84,22,67.0,61.0,17,28.0,0.0,0.0,141.0,5.035714285714286,,-2.3110173928989686,-2.7506119843695487,0.22779038528151627,0.2022996801020249,-0.35224632640503223,,,,-1.7968415497381427,-0.9193882085287692,-0.26991064645002,-0.22658954234158202,-0.10161682389548088
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST ,TUSCALOOSA,AL,35401,Tuscaloosa,1.62,498.26,12806.0,0.31,94.32,12806.0,,,,92.81,516,556.0,86.69,482,556.0,98.14,264,269.0,99.28,274,276.0,77.61,104,134.0,61.94,83,134,Yes,Paper or Other Form,No,35.8,58,162.0,18.52,30,162.0,98.43,125,127.0,53.0,43,81.0,3.890832422302046,0.7365297516789004,556.0,6.864197530864198,,0.18266097016738986,0.12478641945003524,0.4169805266509617,0.3945598611542106,0.35898678382230775,0.8941877560701571,-1.4918176168325692,-1.1606834665102503,0.6789029960261073,-1.3190854420826883,0.7878013300169509,-0.01393426636375845,0.19492497084564098
10101,CITIZENS BMC,604 STONE AVENUE ,TALLADEGA,AL,35160,Talladega,0.21,23.7,4684.0,0.0,0.0,4684.0,100.0,11,11.0,98.18,269,274.0,97.45,267,274.0,98.47,258,262.0,94.44,238,252.0,68.75,33,48.0,31.25,15,48,Yes,Certified EHR Technology,Yes,,,,,,,100.0,109,109.0,42.0,15,36.0,0.5059777967549103,0.0,274.0,7.611111111111111,0.9815934796718875,0.4703930889827391,0.629340999115703,0.4329889232283762,0.06574739603315759,0.05114480255146105,-0.2164952162683579,,,0.7381638427535024,-1.8686691382193268,-0.13236198915333897,-0.22658954234158202,0.31605875437384445
10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST ,BIRMINGHAM,AL,35211,Jefferson,0.0,0.0,28148.0,0.0,0.0,28148.0,,,,81.23,225,277.0,75.45,209,277.0,99.81,536,537.0,86.81,441,508.0,84.71,72,85.0,52.94,45,85,Yes,Certified EHR Technology,Yes,,,,,,,75.36,104,138.0,41.0,24,58.0,0.0,0.0,537.0,9.258620689655173,,-0.43781164359084873,-0.40227617120443493,0.4979927153912113,-0.4526077917506505,0.6056773105743405,0.5684742744459591,,,-0.19189173900638645,-1.9186312924135667,-0.26991064645002,-0.22658954234158202,0.583250400001743
10104,TRINITY MEDICAL CENTER,3690 GRANDVIEW PARKWAY ,BIRMINGHAM,AL,35243,Jefferson,0.12,9.81,3324.0,0.02,1.92,3324.0,100.0,21,21.0,100.0,222,222.0,100.0,222,222.0,100.0,160,160.0,100.0,161,161.0,100.0,28,28.0,42.86,12,28,No,Certified EHR Technology,No,,,,,,,100.0,108,108.0,79.0,62,78.0,0.2951263537906137,0.057761732851985555,222.0,2.8461538461538463,0.9815934796718875,0.5679112372590768,0.7489148074937187,0.5072096709963894,0.4434741121639539,1.1369305717065354,0.20367517502685745,,,0.7381638427535024,-0.020069433032451584,-0.1896813677008034,-0.2099122292899412,-0.4567177985222286
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON DRIVE ,CARROLLTON,AL,35447,Pickens,0.0,0.08,2053.0,0.0,0.0,2053.0,,,,100.0,99,99.0,81.82,81,99.0,96.77,30,31.0,100.0,45,45.0,,,,,,,Yes,Paper or Other Form,Yes,,,,,,,100.0,40,40.0,88.0,21,24.0,0.0038967364831953236,0.0,99.0,4.125,,0.5679112372590768,-0.1035761087071955,0.3505214257083615,0.4434741121639539,,,,,0.7381638427535024,0.4295899547157072,-0.26885132947101403,-0.22658954234158202,-0.24931566089518836
10110,BULLOCK COUNTY HOSPITAL,102 CONECUH AVENUE WEST ,UNION SPRINGS,AL,36089,Bullock,0.0,0.0,4480.0,1.23,132.0,4480.0,0.0,0,143.0,64.04,399,623.0,58.75,366,623.0,40.84,243,595.0,92.77,552,595.0,0.0,0,324.0,0.0,0,324,No,Paper or Other Form,No,30.11,28,93.0,16.13,15,93.0,72.2,200,277.0,43.0,19,44.0,0.0,2.946428571428571,623.0,14.159090909090908,-2.5446373846106716,-1.3588759122008764,-1.1853673868565398,-2.3626592427001167,-0.04770649172555289,-2.3375838895897028,-1.3474448052412675,-1.9222288415465059,-1.356559735337359,-0.31116834770611235,-1.818706984025087,-0.26991064645002,0.6241209409455208,1.3780043239447262
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,105 HIGHWAY 80 EAST ,DEMOPOLIS,AL,36732,Marengo,0.0,0.02,2237.0,0.0,0.0,2237.0,,,,94.44,136,144.0,94.44,136,144.0,91.67,11,12.0,91.67,11,12.0,,,,,,,Yes,Paper or Other Form,No,72.22,26,36.0,47.22,17,36.0,,,,,,,0.0008940545373267771,0.0,144.0,,,0.26999865241487914,0.4881970135400838,0.10311893314831813,-0.12243659743488268,,,1.2631167951325597,1.1914708913717673,,,-0.2696676002097541,-0.22658954234158202,
10113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE ,MOBILE,AL,36607,Mobile,1.22,298.19,10194.0,0.47,115.27,10194.0,0.0,0,20.0,5.79,21,363.0,4.13,15,363.0,94.74,468,494.0,99.2,493,497.0,72.73,152,209.0,32.06,67,209,No,Certified EHR Technology,Yes,41.96,47,112.0,22.32,25,112.0,98.97,289,292.0,5.0,56,1052.0,2.925152050225623,1.1307631940357072,497.0,0.47243346007604564,-2.5446373846106716,-4.479992471045212,-3.7465914706240824,0.2520455316109323,0.38912494437535033,0.1894304781110515,-0.18718100292218,-1.0258539710965668,-0.8492483947349309,0.6992857076393513,-3.717268843406202,0.5252838057129908,0.09989117149937277,-0.8416856703188271
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST ,BESSEMER,AL,35022,Jefferson,5.11,620.8,5065.0,0.0,0.0,5065.0,43.59,17,39.0,98.19,435,443.0,98.19,435,443.0,98.5,329,334.0,99.49,390,392.0,72.41,42,58.0,41.38,24,58,No,Certified EHR Technology,Yes,57.69,15,26.0,,,,91.67,187,204.0,53.0,19,36.0,12.256663376110561,0.0,443.0,12.305555555555555,-1.007553350869904,0.470928902984257,0.6640408493901073,0.4344442320081412,0.40882651769871864,0.17831203183490327,0.15011340249310057,0.16401748140786665,,0.42374164323808555,-1.3190854420826883,3.062029215602933,-0.22658954234158202,1.077399600433339
10125,LAKELAND COMMUNITY HOSPITAL,PO BOX 780 ,HALEYVILLE,AL,35565,Winston,0.0,0.0,1363.0,0.0,0.0,1363.0,,,,100.0,106,106.0,100.0,106,106.0,99.01,100,101.0,100.0,101,101.0,80.0,24,30.0,56.67,17,30,No,Certified EHR Technology,Yes,44.0,11,25.0,,,,100.0,44,44.0,88.0,105,119.0,0.0,0.0,106.0,0.8907563025210085,,0.5679112372590768,0.7489148074937187,0.4591844812641458,0.4434741121639539,0.4420276794472879,0.7034644173857658,-0.8715413351710077,,0.7381638427535024,0.4295899547157072,-0.26991064645002,-0.22658954234158202,-0.773842441889536
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE ,BAY MINETTE,AL,36507,Baldwin,0.0,0.0,4275.0,0.04,4.47,4275.0,,,,88.62,257,290.0,74.48,216,290.0,99.64,279,280.0,99.29,278,280.0,,,,,,,No,Certified EHR Technology,Yes,62.96,17,27.0,,,,93.33,126,135.0,84.0,360,427.0,0.0,0.10456140350877192,290.0,0.6791569086651054,,-0.04184509646879484,-0.44776111007764097,0.4897459656392098,0.3952392257515685,,,0.5626584575488945,,0.4863996085676883,0.22974133793874776,-0.26991064645002,-0.19639994841261832,-0.8081594443485979
10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE ,BIRMINGHAM,AL,35209,Jefferson,0.2,162.3,34319.0,0.0,2.92,34319.0,,,,80.57,825,1024.0,59.18,606,1024.0,97.61,777,796.0,99.13,794,801.0,35.94,170,473.0,31.71,150,473,Yes,Paper or Other Form,No,45.45,185,407.0,20.64,84,407.0,43.35,101,233.0,64.0,990,1555.0,0.4729158775022582,0.008508406422098547,1024.0,0.6585209003215434,,-0.47317536769105983,-1.1652039603457371,0.3912700715417806,0.38436939219384697,-1.0888433921998348,-0.19984763831867666,-0.7618583341454876,-0.9869354790987562,-1.4001335885248134,-0.7695017459460496,-0.14134977998135506,-0.22413294434034925,-0.8115061739217151
10146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD ,JACKSONVILLE,AL,36265,Calhoun,0.0,0.0,3052.0,0.0,0.0,3052.0,,,,96.7,176,182.0,91.21,166,182.0,92.31,156,169.0,100.0,168,168.0,66.67,12,18.0,61.11,11,18,No,Certified EHR Technology,Yes,,,,,,,96.15,75,78.0,93.0,28,30.0,0.0,0.0,182.0,6.066666666666666,,0.3910926167580245,0.3367368562612634,0.13416552044997068,0.4434741121639539,-0.021125098243500652,0.8641497349870367,,,0.5928426581035201,0.6794007256869066,-0.26991064645002,-0.22658954234158202,0.06558212099569126
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE ,GREENVILLE,AL,36037,Butler,0.0,0.0,2762.0,0.0,0.0,2762.0,,0,0.0,100.0,200,200.0,100.0,200,200.0,100.0,204,204.0,100.0,204,204.0,100.0,24,24.0,,,,No,Paper or Other Form,No,,,,,,,100.0,89,89.0,74.0,26,35.0,0.0,0.0,204.0,5.828571428571428,,0.5679112372590768,0.7489148074937187,0.5072096709963894,0.4434741121639539,1.1369305717065354,,,,0.7381638427535024,-0.2698802040036509,-0.26991064645002,-0.22658954234158202,0.026968045963087984
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE ,MUSCLE SHOALS,AL,35661,Colbert,0.11,12.58,4775.0,0.11,12.58,4775.0,,,,91.73,233,254.0,89.37,227,254.0,99.7,335,336.0,98.51,330,335.0,67.24,39,58.0,48.28,28,58,Yes,Non-Certified EHR Technology,Yes,63.64,35,55.0,27.27,15,55.0,99.45,180,181.0,100.0,48,48.0,0.263455497382199,0.263455497382199,336.0,7.0,,0.12479305800340913,0.2504561474708524,0.49265658319873984,0.34224878715767976,-0.00132036581411233,0.399827071738319,0.6140960028574143,-0.44356323544865955,0.7174036735177908,1.0291358050465857,-0.19829100196213356,-0.15052309509219622,0.21694929512349612
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST ,SYLACAUGA,AL,35150,Talladega,0.0,0.0,4905.0,0.0,0.0,4905.0,,,,68.66,184,268.0,68.28,183,268.0,98.32,234,238.0,99.58,238,239.0,,,,,,,Yes,Paper or Other Form,Yes,58.33,14,24.0,,,,48.67,55,113.0,75.0,739,983.0,0.0,0.0,268.0,0.2726347914547304,,-1.1113298434994037,-0.73848958534968,0.4257123793295511,0.4149407990749368,,,0.2124292887570617,,-1.1993261333721101,-0.21991804980941107,-0.26991064645002,-0.22658954234158202,-0.8740888416013695
14000,HILL CREST BEHAVIORAL HEALTH SERVICES,6869 5TH AVENUE SOUTH ,BIRMINGHAM,AL,35212,Jefferson,0.01,6.1,24648.0,0.0,0.0,24648.0,100.0,31,31.0,100.0,554,554.0,99.82,553,554.0,100.0,377,377.0,99.73,376,377.0,100.0,270,270.0,24.44,66,270,Yes,Paper or Other Form,Yes,40.0,16,40.0,,,,95.22,319,335.0,53.0,237,446.0,0.02474845829276209,0.0,554.0,1.242152466367713,0.9815934796718875,0.5679112372590768,0.7404743033729173,0.5072096709963894,0.4251312680353004,1.1369305717065354,-0.46295175069733435,-1.1741151311034765,,0.5577390992140435,-1.3190854420826883,-0.2631828468703455,-0.22658954234158202,-0.7168533229743644
14006,MOUNTAIN VIEW HOSPITAL,3001 SCENIC HIGHWAY ,GADSDEN,AL,35904,Etowah,0.66,146.5,9209.0,0.02,4.76,9209.0,,,,99.77,869,871.0,98.16,855,871.0,,,,,,,,,,,,,No,Paper or Other Form,No,47.89,34,71.0,21.13,15,71.0,,,,,,,1.5908350526658706,0.05168856553371702,871.0,,,0.5555875152241547,0.662634098703307,,,,,-0.5772883186266818,-0.9467767461593073,,,0.16255343967800795,-0.21166571048901286,
